eventid,iyear,imonth,iday,country_txt,region_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt,nkill,nwound,summary
1970000600,1985,10,14,Germany,Western Europe,Hamburg,Facility/Infrastructure Attack,Utilities,Unknown,Incendiary,2,4,Coordinated Facility/Infrastructure Attack on Utilities in Hamburg. Attribution to Unknown.
1970000601,1985,1,20,Germany,Western Europe,Berlin,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Basque separatist faction,Chemical,163,191,Coordinated Hostage Taking (Kidnapping) on Terrorists/Non-State Militia in Berlin. Attribution to Basque separatist faction.
1970000602,1985,5,1,France,Western Europe,Marseille,Armed Assault,Government (General),Basque separatist faction,Incendiary,1,3,Armed Assault targeting Government (General) in Marseille; 1 fatalities. Claim by Basque separatist faction.
1970000603,1985,7,10,Spain,Western Europe,Madrid,Hijacking,NGO,Basque separatist faction,Incendiary,3,9,Hijacking targeting NGO in Madrid; 3 fatalities. Claim by Basque separatist faction.
1970000604,1985,10,4,Belarus,Eastern Europe,Brest,Bombing/Explosion,Educational Institution,Chechen militants,Vehicle (non-explosive),3,6,Improvised explosive device targeting educational institution detonated in Brest; Chechen militants suspected.
1970000605,1985,10,3,Ukraine,Eastern Europe,Donetsk,Unarmed Assault,Transportation,Chechen militants,Chemical,3,10,Chechen militants attacked Transportation in Donetsk using chemical. 3 killed and 10 wounded reported.
1970000606,1985,5,6,Romania,Eastern Europe,Cluj-Napoca,Bombing/Explosion,Business,Far-right militia,Firearms,1,7,Improvised explosive device targeting business detonated in Cluj-Napoca; Far-right militia suspected.
1970000607,1985,12,8,Ukraine,Eastern Europe,Mariupol,Hijacking,Religious Figures/Institutions,Chechen militants,Incendiary,3,10,Improvised explosive device targeting religious figures/institutions detonated in Mariupol; Chechen militants suspected.
1970000608,1985,4,22,Lebanon,Middle East & North Africa,Sidon,Assassination,Terrorists/Non-State Militia,Local jihadist cell,Firearms,2,1,"Local jihadist cell conducted a Assassination on a terrorists/non-state militia target in Sidon, causing 2 deaths."
1970000609,1985,9,27,Egypt,Middle East & North Africa,Alexandria,Facility/Infrastructure Attack,Journalists & Media,Hamas-aligned,Melee,3,0,Facility/Infrastructure Attack targeting Journalists & Media in Alexandria; 3 fatalities. Claim by Hamas-aligned.
1970000610,1985,4,24,Iraq,Middle East & North Africa,Fallujah,Unarmed Assault,Educational Institution,Hamas-aligned,Incendiary,3,4,"Hamas-aligned conducted a Unarmed Assault on a educational institution target in Fallujah, causing 3 deaths."
1970000611,1985,1,18,Egypt,Middle East & North Africa,Sinai,Bombing/Explosion,Terrorists/Non-State Militia,Local jihadist cell,Vehicle (non-explosive),2,38,"Local jihadist cell conducted a Bombing/Explosion on a terrorists/non-state militia target in Sinai, causing 2 deaths."
1970000612,1985,9,13,Kenya,Sub-Saharan Africa,Nairobi,Bombing/Explosion,Military,ADF,Melee,0,0,"ADF conducted a Bombing/Explosion on a military target in Nairobi, causing 0 deaths."
1970000613,1985,8,4,Mali,Sub-Saharan Africa,Bamako,Unarmed Assault,Government (General),ISWAP,Explosives,0,8,Improvised explosive device targeting government (general) detonated in Bamako; ISWAP suspected.
1970000614,1985,10,20,Somalia,Sub-Saharan Africa,Kismayo,Assassination,Military,Boko Haram,Vehicle (non-explosive),0,9,Improvised explosive device targeting military detonated in Kismayo; Boko Haram suspected.
1970000615,1985,3,28,Somalia,Sub-Saharan Africa,Baidoa,Unarmed Assault,Transportation,Al-Shabaab,Explosives,0,3,Coordinated Unarmed Assault on Transportation in Baidoa. Attribution to Al-Shabaab.
1970000616,1985,7,4,Bangladesh,South Asia,Chittagong,Facility/Infrastructure Attack,Journalists & Media,Tehrik-i-Taliban Pakistan,Explosives,2,10,Improvised explosive device targeting journalists & media detonated in Chittagong; Tehrik-i-Taliban Pakistan suspected.
1970000617,1985,11,20,Pakistan,South Asia,Quetta,Hostage Taking (Kidnapping),Military,Unknown,Incendiary,1,8,Improvised explosive device targeting military detonated in Quetta; Unknown suspected.
1970000618,1985,11,14,Sri Lanka,South Asia,Colombo,Bombing/Explosion,Private Citizens & Property,Tehrik-i-Taliban Pakistan,Sabotage Equipment,2,2,Tehrik-i-Taliban Pakistan attacked Private Citizens & Property in Colombo using sabotage equipment. 2 killed and 2 wounded reported.
1970000619,1985,6,4,Sri Lanka,South Asia,Colombo,Assassination,Utilities,Lashkar-e-Taiba,Vehicle (non-explosive),1,5,Coordinated Assassination on Utilities in Colombo. Attribution to Lashkar-e-Taiba.
1970000620,1985,9,15,Thailand,Southeast Asia,Bangkok,Hijacking,Business,MILF dissidents,Vehicle (non-explosive),3,10,Improvised explosive device targeting business detonated in Bangkok; MILF dissidents suspected.
1970000621,1985,4,11,Myanmar,Southeast Asia,Rakhine,Hostage Taking (Kidnapping),Religious Figures/Institutions,MILF dissidents,Firearms,2,3,Hostage Taking (Kidnapping) targeting Religious Figures/Institutions in Rakhine; 2 fatalities. Claim by MILF dissidents.
1970000622,1985,3,26,Myanmar,Southeast Asia,Mandalay,Hijacking,Military,Unknown,Explosives,3,1,Improvised explosive device targeting military detonated in Mandalay; Unknown suspected.
1970000623,1985,4,17,Philippines,Southeast Asia,Manila,Armed Assault,Transportation,BIFF,Explosives,5,0,Improvised explosive device targeting transportation detonated in Manila; BIFF suspected.
1970000624,1985,12,5,China,East Asia,Beijing,Armed Assault,Terrorists/Non-State Militia,Unknown,Incendiary,3,6,Armed Assault targeting Terrorists/Non-State Militia in Beijing; 3 fatalities. Claim by Unknown.
1970000625,1985,7,11,South Korea,East Asia,Seoul,Armed Assault,Government (General),Domestic militant cell,Melee,2,7,Improvised explosive device targeting government (general) detonated in Seoul; Domestic militant cell suspected.
1970000626,1985,2,13,Japan,East Asia,Osaka,Hijacking,Transportation,Unknown,Chemical,167,110,Unknown attacked Transportation in Osaka using chemical. 167 killed and 110 wounded reported.
1970000627,1985,8,14,Taiwan,East Asia,Taipei,Armed Assault,Educational Institution,Unknown,Vehicle (non-explosive),0,0,Armed Assault targeting Educational Institution in Taipei; 0 fatalities. Claim by Unknown.
1970000628,1985,9,10,Canada,North America,Montreal,Assassination,Private Citizens & Property,Lone-wolf attacker,Incendiary,9,9,Lone-wolf attacker attacked Private Citizens & Property in Montreal using incendiary. 9 killed and 9 wounded reported.
1970000629,1985,12,28,Canada,North America,Toronto,Hijacking,Religious Figures/Institutions,Unknown,Explosives,69,72,Coordinated Hijacking on Religious Figures/Institutions in Toronto. Attribution to Unknown.
1970000630,1985,10,18,Mexico,North America,Tijuana,Bombing/Explosion,Private Citizens & Property,Eco-radical cell,Chemical,10,10,"Eco-radical cell conducted a Bombing/Explosion on a private citizens & property target in Tijuana, causing 10 deaths."
1970000631,1985,4,13,United States,North America,Boston,Bombing/Explosion,Religious Figures/Institutions,Eco-radical cell,Chemical,0,3,Bombing/Explosion targeting Religious Figures/Institutions in Boston; 0 fatalities. Claim by Eco-radical cell.
1970000632,1985,2,16,Brazil,South America,São Paulo,Armed Assault,Terrorists/Non-State Militia,Shining Path remnants,Melee,2,5,Armed Assault targeting Terrorists/Non-State Militia in São Paulo; 2 fatalities. Claim by Shining Path remnants.
1970000633,1985,7,11,Colombia,South America,Cali,Assassination,Military,Unknown,Chemical,2,12,Assassination targeting Military in Cali; 2 fatalities. Claim by Unknown.
1970000634,1985,8,1,Brazil,South America,São Paulo,Armed Assault,Police,Unknown,Sabotage Equipment,3,9,Improvised explosive device targeting police detonated in São Paulo; Unknown suspected.
1970000635,1985,11,16,Brazil,South America,São Paulo,Hijacking,Educational Institution,Unknown,Melee,0,8,Coordinated Hijacking on Educational Institution in São Paulo. Attribution to Unknown.
1970000636,1985,9,7,Cuba,Central America & Caribbean,Havana,Facility/Infrastructure Attack,NGO,MS-13 splinter,Incendiary,2,7,Facility/Infrastructure Attack targeting NGO in Havana; 2 fatalities. Claim by MS-13 splinter.
1970000637,1985,12,8,Cuba,Central America & Caribbean,Havana,Unarmed Assault,Religious Figures/Institutions,Unknown,Vehicle (non-explosive),1,0,Improvised explosive device targeting religious figures/institutions detonated in Havana; Unknown suspected.
1970000638,1985,4,12,Honduras,Central America & Caribbean,Tegucigalpa,Armed Assault,Government (General),Local insurgent cell,Vehicle (non-explosive),1,8,Local insurgent cell attacked Government (General) in Tegucigalpa using vehicle (non-explosive). 1 killed and 8 wounded reported.
1970000639,1985,11,8,El Salvador,Central America & Caribbean,San Salvador,Hostage Taking (Kidnapping),Police,Unknown,Vehicle (non-explosive),0,4,Coordinated Hostage Taking (Kidnapping) on Police in San Salvador. Attribution to Unknown.
1970000640,1986,6,12,Spain,Western Europe,Barcelona,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Incendiary,2,2,"Unknown conducted a Facility/Infrastructure Attack on a private citizens & property target in Barcelona, causing 2 deaths."
1970000641,1986,6,12,France,Western Europe,Nice,Hijacking,Police,Far-right cell,Vehicle (non-explosive),5,37,Hijacking targeting Police in Nice; 5 fatalities. Claim by Far-right cell.
1970000642,1986,9,26,Spain,Western Europe,Madrid,Assassination,Police,IRA-aligned militants,Chemical,6,34,IRA-aligned militants attacked Police in Madrid using chemical. 6 killed and 34 wounded reported.
1970000643,1986,10,13,Spain,Western Europe,Barcelona,Hostage Taking (Kidnapping),NGO,Unknown,Sabotage Equipment,2,1,Hostage Taking (Kidnapping) targeting NGO in Barcelona; 2 fatalities. Claim by Unknown.
1970000644,1986,1,22,Russia,Eastern Europe,Moscow,Bombing/Explosion,NGO,Far-right militia,Vehicle (non-explosive),3,2,Coordinated Bombing/Explosion on NGO in Moscow. Attribution to Far-right militia.
1970000645,1986,10,9,Romania,Eastern Europe,Cluj-Napoca,Bombing/Explosion,Police,Russian-backed separatists,Sabotage Equipment,3,4,Coordinated Bombing/Explosion on Police in Cluj-Napoca. Attribution to Russian-backed separatists.
1970000646,1986,6,7,Poland,Eastern Europe,Gdansk,Hijacking,Journalists & Media,Unknown,Incendiary,3,9,"Unknown conducted a Hijacking on a journalists & media target in Gdansk, causing 3 deaths."
1970000647,1986,6,15,Belarus,Eastern Europe,Brest,Bombing/Explosion,Utilities,Russian-backed separatists,Firearms,2,4,Russian-backed separatists attacked Utilities in Brest using firearms. 2 killed and 4 wounded reported.
1970000648,1986,6,25,Libya,Middle East & North Africa,Benghazi,Assassination,NGO,Hezbollah-aligned,Melee,3,7,Coordinated Assassination on NGO in Benghazi. Attribution to Hezbollah-aligned.
1970000649,1986,4,15,Israel,Middle East & North Africa,Jerusalem,Facility/Infrastructure Attack,Police,Local jihadist cell,Sabotage Equipment,2,0,Improvised explosive device targeting police detonated in Jerusalem; Local jihadist cell suspected.
1970000650,1986,7,28,Iraq,Middle East & North Africa,Basra,Assassination,Private Citizens & Property,Unknown,Vehicle (non-explosive),2,8,Improvised explosive device targeting private citizens & property detonated in Basra; Unknown suspected.
1970000651,1986,5,8,Iraq,Middle East & North Africa,Baghdad,Hostage Taking (Kidnapping),Religious Figures/Institutions,Houthi militants,Vehicle (non-explosive),3,6,"Houthi militants conducted a Hostage Taking (Kidnapping) on a religious figures/institutions target in Baghdad, causing 3 deaths."
1970000652,1986,11,21,Mali,Sub-Saharan Africa,Gao,Hostage Taking (Kidnapping),Religious Figures/Institutions,JNIM-affiliated,Incendiary,3,6,Hostage Taking (Kidnapping) targeting Religious Figures/Institutions in Gao; 3 fatalities. Claim by JNIM-affiliated.
1970000653,1986,12,2,Mali,Sub-Saharan Africa,Gao,Hijacking,Terrorists/Non-State Militia,Al-Shabaab,Vehicle (non-explosive),3,38,Hijacking targeting Terrorists/Non-State Militia in Gao; 3 fatalities. Claim by Al-Shabaab.
1970000654,1986,6,12,Ethiopia,Sub-Saharan Africa,Mekelle,Unarmed Assault,Transportation,ISWAP,Vehicle (non-explosive),1,10,ISWAP attacked Transportation in Mekelle using vehicle (non-explosive). 1 killed and 10 wounded reported.
1970000655,1986,5,6,Nigeria,Sub-Saharan Africa,Lagos,Armed Assault,Government (General),Boko Haram,Melee,15,12,Boko Haram attacked Government (General) in Lagos using melee. 15 killed and 12 wounded reported.
1970000656,1986,9,18,Sri Lanka,South Asia,Colombo,Unarmed Assault,Military,Lashkar-e-Taiba,Vehicle (non-explosive),4,23,"Lashkar-e-Taiba conducted a Unarmed Assault on a military target in Colombo, causing 4 deaths."
1970000657,1986,8,8,India,South Asia,Bangalore,Assassination,Utilities,Unknown,Chemical,5,21,Unknown attacked Utilities in Bangalore using chemical. 5 killed and 21 wounded reported.
1970000658,1986,10,2,Pakistan,South Asia,Lahore,Armed Assault,Journalists & Media,Unknown,Sabotage Equipment,2,5,"Unknown conducted a Armed Assault on a journalists & media target in Lahore, causing 2 deaths."
1970000659,1986,4,19,India,South Asia,Mumbai,Assassination,Police,Taliban-affiliated,Explosives,2,8,"Taliban-affiliated conducted a Assassination on a police target in Mumbai, causing 2 deaths."
1970000660,1986,3,5,Myanmar,Southeast Asia,Yangon,Bombing/Explosion,Government (General),BIFF,Explosives,3,10,Coordinated Bombing/Explosion on Government (General) in Yangon. Attribution to BIFF.
1970000661,1986,3,17,Philippines,Southeast Asia,Sulu,Hostage Taking (Kidnapping),Transportation,Abu Sayyaf Group,Vehicle (non-explosive),13,34,Hostage Taking (Kidnapping) targeting Transportation in Sulu; 13 fatalities. Claim by Abu Sayyaf Group.
1970000662,1986,7,23,Myanmar,Southeast Asia,Mandalay,Unarmed Assault,Government (General),Unknown,Vehicle (non-explosive),1,6,Improvised explosive device targeting government (general) detonated in Mandalay; Unknown suspected.
1970000663,1986,1,25,Philippines,Southeast Asia,Mindanao,Hijacking,Military,Unknown,Incendiary,3,9,Hijacking targeting Military in Mindanao; 3 fatalities. Claim by Unknown.
1970000664,1986,11,21,Taiwan,East Asia,Taipei,Hostage Taking (Kidnapping),Government (General),Domestic militant cell,Firearms,0,1,Coordinated Hostage Taking (Kidnapping) on Government (General) in Taipei. Attribution to Domestic militant cell.
1970000665,1986,12,27,China,East Asia,Urumqi,Assassination,Transportation,Domestic militant cell,Incendiary,3,9,Improvised explosive device targeting transportation detonated in Urumqi; Domestic militant cell suspected.
1970000666,1986,9,17,Taiwan,East Asia,Taipei,Unarmed Assault,Terrorists/Non-State Militia,Domestic militant cell,Sabotage Equipment,1,2,Domestic militant cell attacked Terrorists/Non-State Militia in Taipei using sabotage equipment. 1 killed and 2 wounded reported.
1970000667,1986,2,26,China,East Asia,Urumqi,Bombing/Explosion,Religious Figures/Institutions,Unknown,Melee,1,2,"Unknown conducted a Bombing/Explosion on a religious figures/institutions target in Urumqi, causing 1 deaths."
